Fragment,Count,Time (ms),Size (bytes)
Cross.list-simple-name-careteams-json,4,0,0
Cross.list-simple-name-careteams-xml,4,1,0
Cross.list-simple-name-catalogentries,4,2,0
Cross.list-simple-name-catalogentries-json,4,2,0
Cross.list-simple-name-catalogentries-xml,4,2,0
Cross.list-simple-name-chargeitemdefinitions,4,0,0
Cross.list-simple-name-chargeitemdefinitions-json,4,2,0
Cross.list-simple-name-chargeitemdefinitions-xml,4,2,0
Cross.list-simple-name-chargeitems,4,0,0
Cross.list-simple-name-chargeitems-json,4,2,0
Cross.list-simple-name-chargeitems-xml,4,3,0
Cross.list-simple-name-claimresponses,4,1,0
Cross.list-simple-name-claimresponses-json,4,1,0
Cross.list-simple-name-claimresponses-xml,4,3,0
Cross.list-simple-name-claims,4,0,0
Cross.list-simple-name-claims-json,4,1,0
Cross.list-simple-name-claims-xml,4,1,0
Cross.list-simple-name-clinicalimpressions,4,0,0
Cross.list-simple-name-clinicalimpressions-json,4,1,0
Cross.list-simple-name-clinicalimpressions-xml,4,1,0
Cross.list-simple-name-codesystems,4,0,404
Cross.list-simple-name-codesystems-json,4,1,424
Cross.list-simple-name-codesystems-xml,4,1,420
Cross.list-simple-name-communicationrequests,4,0,0
Cross.list-simple-name-communicationrequests-json,4,0,0
Cross.list-simple-name-communicationrequests-xml,4,3,0
Cross.list-simple-name-communications,4,0,0
Cross.list-simple-name-communications-json,4,2,0
Cross.list-simple-name-communications-xml,4,2,0
Cross.list-simple-name-compartmentdefinitions,4,0,0
Cross.list-simple-name-compartmentdefinitions-json,4,0,0
Cross.list-simple-name-compartmentdefinitions-xml,4,1,0
Cross.list-simple-name-compositions,4,0,0
Cross.list-simple-name-compositions-json,4,0,0
Cross.list-simple-name-compositions-xml,4,1,0
Cross.list-simple-name-conceptmaps,4,0,0
Cross.list-simple-name-conceptmaps-json,4,1,0
Cross.list-simple-name-conceptmaps-xml,4,3,0
Cross.list-simple-name-conditions,4,0,0
Cross.list-simple-name-conditions-json,4,1,0
Cross.list-simple-name-conditions-xml,4,1,0
Cross.list-simple-name-consents,4,0,0
Cross.list-simple-name-consents-json,4,1,0
Cross.list-simple-name-consents-xml,4,1,0
Cross.list-simple-name-contracts,4,0,0
Cross.list-simple-name-contracts-json,4,1,0
Cross.list-simple-name-contracts-xml,4,2,0
Cross.list-simple-name-coverageeligibilityrequests,4,0,0
Cross.list-simple-name-coverageeligibilityrequests-json,4,1,0
Cross.list-simple-name-coverageeligibilityrequests-xml,4,2,0
Cross.list-simple-name-coverageeligibilityresponses,4,1,0
Cross.list-simple-name-coverageeligibilityresponses-json,4,1,0
Cross.list-simple-name-coverageeligibilityresponses-xml,4,2,0
Cross.list-simple-name-coverages,4,0,0
Cross.list-simple-name-coverages-json,4,0,0
Cross.list-simple-name-coverages-xml,4,1,0
Cross.list-simple-name-detectedissues,4,0,0
Cross.list-simple-name-detectedissues-json,4,1,0
Cross.list-simple-name-detectedissues-xml,4,1,0
Cross.list-simple-name-devicedefinitions,4,2,0
Cross.list-simple-name-devicedefinitions-json,4,2,0
Cross.list-simple-name-devicedefinitions-xml,4,3,0
Cross.list-simple-name-devicemetrics,4,1,0
Cross.list-simple-name-devicemetrics-json,4,1,0
Cross.list-simple-name-devicemetrics-xml,4,1,0
Cross.list-simple-name-devicerequests,4,0,0
Cross.list-simple-name-devicerequests-json,4,0,0
Cross.list-simple-name-devicerequests-xml,4,3,0
Cross.list-simple-name-devices,4,1,0
Cross.list-simple-name-devices-json,4,2,0
Cross.list-simple-name-devices-xml,4,3,0
Cross.list-simple-name-deviceusestatements,4,1,0
Cross.list-simple-name-deviceusestatements-json,4,1,0
Cross.list-simple-name-deviceusestatements-xml,4,2,0
Cross.list-simple-name-diagnosticreports,4,1,0
Cross.list-simple-name-diagnosticreports-json,4,1,0
Cross.list-simple-name-diagnosticreports-xml,4,1,0
Cross.list-simple-name-documentmanifests,4,1,0
Cross.list-simple-name-documentmanifests-json,4,1,0
Cross.list-simple-name-documentmanifests-xml,4,2,0
Cross.list-simple-name-documentreferences,4,0,0
Cross.list-simple-name-documentreferences-json,4,0,0
Cross.list-simple-name-documentreferences-xml,4,0,0
Cross.list-simple-name-domainresources,4,0,0
Cross.list-simple-name-domainresources-json,4,1,0
Cross.list-simple-name-domainresources-xml,4,1,0
Cross.list-simple-name-effectevidencesyntheses,4,1,0
Cross.list-simple-name-effectevidencesyntheses-json,4,1,0
Cross.list-simple-name-effectevidencesyntheses-xml,4,2,0
Cross.list-simple-name-encounters,4,1,0
Cross.list-simple-name-encounters-json,4,2,0
Cross.list-simple-name-encounters-xml,4,2,0
Cross.list-simple-name-endpoints,4,1,0
Cross.list-simple-name-endpoints-json,4,2,0
Cross.list-simple-name-endpoints-xml,4,2,0
Cross.list-simple-name-enrollmentrequests,4,2,0
Cross.list-simple-name-enrollmentrequests-json,4,2,0
Cross.list-simple-name-enrollmentrequests-xml,4,2,0
Cross.list-simple-name-enrollmentresponses,4,0,0
Cross.list-simple-name-enrollmentresponses-json,4,1,0
Cross.list-simple-name-enrollmentresponses-xml,4,2,0
Cross.list-simple-name-episodeofcares,4,0,0
Cross.list-simple-name-episodeofcares-json,4,0,0
Cross.list-simple-name-episodeofcares-xml,4,1,0
Cross.list-simple-name-eventdefinitions,4,1,0
Cross.list-simple-name-eventdefinitions-json,4,1,0
Cross.list-simple-name-eventdefinitions-xml,4,2,0
Cross.list-simple-name-evidences,4,0,0
Cross.list-simple-name-evidences-json,4,0,0
Cross.list-simple-name-evidences-xml,4,1,0
Cross.list-simple-name-evidencevariables,4,1,0
Cross.list-simple-name-evidencevariables-json,4,2,0
Cross.list-simple-name-evidencevariables-xml,4,2,0
Cross.list-simple-name-examplescenarios,4,1,0
Cross.list-simple-name-examplescenarios-json,4,1,0
Cross.list-simple-name-examplescenarios-xml,4,1,0
Cross.list-simple-name-explanationofbenefits,4,1,0
Cross.list-simple-name-explanationofbenefits-json,4,1,0
Cross.list-simple-name-explanationofbenefits-xml,4,2,0
Cross.list-simple-name-familymemberhistories,4,0,0
Cross.list-simple-name-familymemberhistories-json,4,0,0
Cross.list-simple-name-familymemberhistories-xml,4,1,0
Cross.list-simple-name-flags,4,0,0
Cross.list-simple-name-flags-json,4,1,0
Cross.list-simple-name-flags-xml,4,1,0
Cross.list-simple-name-goals,4,1,0
Cross.list-simple-name-goals-json,4,2,0
Cross.list-simple-name-goals-xml,4,2,0
Cross.list-simple-name-graphdefinitions,4,1,0
Cross.list-simple-name-graphdefinitions-json,4,2,0
Cross.list-simple-name-graphdefinitions-xml,4,3,0
Cross.list-simple-name-groups,4,0,0
Cross.list-simple-name-groups-json,4,1,0
Cross.list-simple-name-groups-xml,4,1,0
Cross.list-simple-name-guidanceresponses,4,0,0
Cross.list-simple-name-guidanceresponses-json,4,1,0
Cross.list-simple-name-guidanceresponses-xml,4,1,0
Cross.list-simple-name-healthcareservices,4,0,0
Cross.list-simple-name-healthcareservices-json,4,0,0
Cross.list-simple-name-healthcareservices-xml,4,0,0
Cross.list-simple-name-imagingstudies,4,1,0
Cross.list-simple-name-imagingstudies-json,4,2,0
Cross.list-simple-name-imagingstudies-xml,4,2,0
Cross.list-simple-name-immunizationevaluations,4,0,0
Cross.list-simple-name-immunizationevaluations-json,4,0,0
Cross.list-simple-name-immunizationevaluations-xml,4,1,0
Cross.list-simple-name-immunizationrecommendations,4,1,0
Cross.list-simple-name-immunizationrecommendations-json,4,1,0
Cross.list-simple-name-immunizationrecommendations-xml,4,2,0
Cross.list-simple-name-immunizations,4,0,0
Cross.list-simple-name-immunizations-json,4,2,0
Cross.list-simple-name-immunizations-xml,4,2,0
Cross.list-simple-name-implementationguides,4,1,236
Cross.list-simple-name-implementationguides-json,4,2,256
Cross.list-simple-name-implementationguides-xml,4,2,252
Cross.list-simple-name-insuranceplans,4,0,0
Cross.list-simple-name-insuranceplans-json,4,0,0
Cross.list-simple-name-insuranceplans-xml,4,1,0
Cross.list-simple-name-invoices,4,0,0
Cross.list-simple-name-invoices-json,4,1,0
Cross.list-simple-name-invoices-xml,4,2,0
Cross.list-simple-name-libraries,4,0,0
Cross.list-simple-name-libraries-json,4,0,0
Cross.list-simple-name-libraries-xml,4,1,0
Cross.list-simple-name-linkages,4,0,0
Cross.list-simple-name-linkages-json,4,0,0
Cross.list-simple-name-linkages-xml,4,1,0
Cross.list-simple-name-lists,4,0,0
Cross.list-simple-name-lists-json,4,0,0
Cross.list-simple-name-lists-xml,4,0,0
Cross.list-simple-name-locations,4,0,0
Cross.list-simple-name-locations-json,4,1,0
Cross.list-simple-name-locations-xml,4,1,0
Cross.list-simple-name-measurereports,4,0,0
Cross.list-simple-name-measurereports-json,4,3,0
Cross.list-simple-name-measurereports-xml,4,3,0
Cross.list-simple-name-measures,4,0,0
Cross.list-simple-name-measures-json,4,1,0
Cross.list-simple-name-measures-xml,4,2,0
Cross.list-simple-name-media,4,1,0
Cross.list-simple-name-media-json,4,1,0
Cross.list-simple-name-media-xml,4,1,0
Cross.list-simple-name-medicationadministrations,4,1,0
Cross.list-simple-name-medicationadministrations-json,4,1,0
Cross.list-simple-name-medicationadministrations-xml,4,1,0
Cross.list-simple-name-medicationdispenses,4,0,0
Cross.list-simple-name-medicationdispenses-json,4,0,0
Cross.list-simple-name-medicationdispenses-xml,4,13,0
Cross.list-simple-name-medicationknowledges,4,0,0
Cross.list-simple-name-medicationknowledges-json,4,1,0
Cross.list-simple-name-medicationknowledges-xml,4,2,0
Cross.list-simple-name-medicationrequests,4,0,0
Cross.list-simple-name-medicationrequests-json,4,1,0
Cross.list-simple-name-medicationrequests-xml,4,1,0
Cross.list-simple-name-medications,4,1,0
Cross.list-simple-name-medications-json,4,3,0
Cross.list-simple-name-medications-xml,4,3,0
Cross.list-simple-name-medicationstatements,4,0,0
Cross.list-simple-name-medicationstatements-json,4,2,0
Cross.list-simple-name-medicationstatements-xml,4,2,0
Cross.list-simple-name-medicinalproductauthorizations,4,0,0
Cross.list-simple-name-medicinalproductauthorizations-json,4,1,0
Cross.list-simple-name-medicinalproductauthorizations-xml,4,2,0
Cross.list-simple-name-medicinalproductcontraindications,4,1,0
Cross.list-simple-name-medicinalproductcontraindications-json,4,1,0
Cross.list-simple-name-medicinalproductcontraindications-xml,4,2,0
Cross.list-simple-name-medicinalproductindications,4,1,0
Cross.list-simple-name-medicinalproductindications-json,4,1,0
Cross.list-simple-name-medicinalproductindications-xml,4,2,0
Cross.list-simple-name-medicinalproductingredients,4,1,0
Cross.list-simple-name-medicinalproductingredients-json,4,1,0
Cross.list-simple-name-medicinalproductingredients-xml,4,1,0
Cross.list-simple-name-medicinalproductinteractions,4,2,0
Cross.list-simple-name-medicinalproductinteractions-json,4,3,0
Cross.list-simple-name-medicinalproductinteractions-xml,4,3,0
Cross.list-simple-name-medicinalproductmanufactureds,4,0,0
Cross.list-simple-name-medicinalproductmanufactureds-json,4,1,0
Cross.list-simple-name-medicinalproductmanufactureds-xml,4,3,0
Cross.list-simple-name-medicinalproductpackageds,4,0,0
Cross.list-simple-name-medicinalproductpackageds-json,4,1,0
Cross.list-simple-name-medicinalproductpackageds-xml,4,2,0
Cross.list-simple-name-medicinalproductpharmaceuticals,4,0,0
Cross.list-simple-name-medicinalproductpharmaceuticals-json,4,2,0
Cross.list-simple-name-medicinalproductpharmaceuticals-xml,4,2,0
Cross.list-simple-name-medicinalproducts,4,1,0
Cross.list-simple-name-medicinalproducts-json,4,1,0
Cross.list-simple-name-medicinalproducts-xml,4,1,0
Cross.list-simple-name-medicinalproductundesirableeffects,4,0,0
Cross.list-simple-name-medicinalproductundesirableeffects-json,4,1,0
Cross.list-simple-name-medicinalproductundesirableeffects-xml,4,2,0
Cross.list-simple-name-messagedefinitions,4,0,0
Cross.list-simple-name-messagedefinitions-json,4,1,0
Cross.list-simple-name-messagedefinitions-xml,4,1,0
Cross.list-simple-name-messageheaders,4,0,0
Cross.list-simple-name-messageheaders-json,4,1,0
Cross.list-simple-name-messageheaders-xml,4,1,0
Cross.list-simple-name-molecularsequences,4,1,0
Cross.list-simple-name-molecularsequences-json,4,1,0
Cross.list-simple-name-molecularsequences-xml,4,3,0
Cross.list-simple-name-namingsystems,4,0,0
Cross.list-simple-name-namingsystems-json,4,1,0
Cross.list-simple-name-namingsystems-xml,4,1,0
Cross.list-simple-name-nutritionorders,4,2,0
Cross.list-simple-name-nutritionorders-json,4,2,0
Cross.list-simple-name-nutritionorders-xml,4,2,0
Cross.list-simple-name-observationdefinitions,4,0,0
Cross.list-simple-name-observationdefinitions-json,4,0,0
Cross.list-simple-name-observationdefinitions-xml,4,1,0
Cross.list-simple-name-observations,4,0,0
Cross.list-simple-name-observations-json,4,0,0
Cross.list-simple-name-observations-xml,4,0,0
Cross.list-simple-name-operationdefinitions,4,2,0
Cross.list-simple-name-operationdefinitions-json,4,2,0
Cross.list-simple-name-operationdefinitions-xml,4,2,0
Cross.list-simple-name-operationoutcomes,4,0,0
Cross.list-simple-name-operationoutcomes-json,4,1,0
Cross.list-simple-name-operationoutcomes-xml,4,2,0
Cross.list-simple-name-organizationaffiliations,4,1,0
Cross.list-simple-name-organizationaffiliations-json,4,2,0
Cross.list-simple-name-organizationaffiliations-xml,4,3,0
Cross.list-simple-name-organizations,4,1,0
Cross.list-simple-name-organizations-json,4,1,0
Cross.list-simple-name-organizations-xml,4,1,0
Cross.list-simple-name-parameters,4,0,0
Cross.list-simple-name-parameters-json,4,0,0
Cross.list-simple-name-parameters-xml,4,0,0
Cross.list-simple-name-patients,4,0,0
Cross.list-simple-name-patients-json,4,0,0
Cross.list-simple-name-patients-xml,4,1,0
Cross.list-simple-name-paymentnotices,4,0,0
Cross.list-simple-name-paymentnotices-json,4,3,0
Cross.list-simple-name-paymentnotices-xml,4,3,0
Cross.list-simple-name-paymentreconciliations,4,0,0
Cross.list-simple-name-paymentreconciliations-json,4,3,0
Cross.list-simple-name-paymentreconciliations-xml,4,3,0
Cross.list-simple-name-people,4,0,0
Cross.list-simple-name-people-json,4,1,0
Cross.list-simple-name-people-xml,4,2,0
Cross.list-simple-name-plandefinitions,4,0,0
Cross.list-simple-name-plandefinitions-json,4,1,0
Cross.list-simple-name-plandefinitions-xml,4,1,0
Cross.list-simple-name-practitionerroles,4,1,0
Cross.list-simple-name-practitionerroles-json,4,1,0
Cross.list-simple-name-practitionerroles-xml,4,2,0
Cross.list-simple-name-practitioners,4,1,0
Cross.list-simple-name-practitioners-json,4,1,0
Cross.list-simple-name-practitioners-xml,4,3,0
Cross.list-simple-name-procedures,4,1,0
Cross.list-simple-name-procedures-json,4,1,0
Cross.list-simple-name-procedures-xml,4,2,0
Cross.list-simple-name-provenances,4,1,0
Cross.list-simple-name-provenances-json,4,1,0
Cross.list-simple-name-provenances-xml,4,2,0
Cross.list-simple-name-questionnaireresponses,4,0,0
Cross.list-simple-name-questionnaireresponses-json,4,1,0
Cross.list-simple-name-questionnaireresponses-xml,4,1,0
Cross.list-simple-name-questionnaires,4,0,0
Cross.list-simple-name-questionnaires-json,4,1,0
Cross.list-simple-name-questionnaires-xml,4,2,0
Cross.list-simple-name-relatedpeople,4,0,0
Cross.list-simple-name-relatedpeople-json,4,2,0
Cross.list-simple-name-relatedpeople-xml,4,2,0
Cross.list-simple-name-requestgroups,4,0,0
Cross.list-simple-name-requestgroups-json,4,0,0
Cross.list-simple-name-requestgroups-xml,4,1,0
Cross.list-simple-name-requirements,4,1,0
Cross.list-simple-name-requirements-json,4,1,0
Cross.list-simple-name-requirements-xml,4,1,0
Cross.list-simple-name-researchdefinitions,4,0,0
Cross.list-simple-name-researchdefinitions-json,4,0,0
Cross.list-simple-name-researchdefinitions-xml,4,1,0
Cross.list-simple-name-researchelementdefinitions,4,1,0
Cross.list-simple-name-researchelementdefinitions-json,4,1,0
Cross.list-simple-name-researchelementdefinitions-xml,4,2,0
Cross.list-simple-name-researchstudies,4,0,0
Cross.list-simple-name-researchstudies-json,4,0,0
Cross.list-simple-name-researchstudies-xml,4,0,0
Cross.list-simple-name-researchsubjects,4,0,0
Cross.list-simple-name-researchsubjects-json,4,0,0
Cross.list-simple-name-researchsubjects-xml,4,0,0
Cross.list-simple-name-riskassessments,4,0,0
Cross.list-simple-name-riskassessments-json,4,1,0
Cross.list-simple-name-riskassessments-xml,4,1,0
Cross.list-simple-name-riskevidencesyntheses,4,0,0
Cross.list-simple-name-riskevidencesyntheses-json,4,1,0
Cross.list-simple-name-riskevidencesyntheses-xml,4,2,0
Cross.list-simple-name-schedules,4,0,0
Cross.list-simple-name-schedules-json,4,1,0
Cross.list-simple-name-schedules-xml,4,1,0
Cross.list-simple-name-searchparameters,4,1,0
Cross.list-simple-name-searchparameters-json,4,1,0
Cross.list-simple-name-searchparameters-xml,4,1,0
Cross.list-simple-name-servicerequests,4,0,0
Cross.list-simple-name-servicerequests-json,4,1,0
Cross.list-simple-name-servicerequests-xml,4,2,0
Cross.list-simple-name-slots,4,0,0
Cross.list-simple-name-slots-json,4,1,0
Cross.list-simple-name-slots-xml,4,1,0
Cross.list-simple-name-specimen,4,0,0
Cross.list-simple-name-specimen-json,4,1,0
Cross.list-simple-name-specimen-xml,4,4,0
Cross.list-simple-name-specimendefinitions,4,0,0
Cross.list-simple-name-specimendefinitions-json,4,0,0
Cross.list-simple-name-specimendefinitions-xml,4,2,0
Cross.list-simple-name-structuredefinitions,4,5,3764
Cross.list-simple-name-structuredefinitions-json,4,5,3964
Cross.list-simple-name-structuredefinitions-xml,4,5,3924
Cross.list-simple-name-structuremaps,4,0,0
Cross.list-simple-name-structuremaps-json,4,1,0
Cross.list-simple-name-structuremaps-xml,4,2,0
Cross.list-simple-name-subscriptions,4,2,0
Cross.list-simple-name-subscriptions-json,4,2,0
Cross.list-simple-name-subscriptions-xml,4,2,0
Cross.list-simple-name-subscriptiontopics,4,1,0
Cross.list-simple-name-subscriptiontopics-json,4,2,0
Cross.list-simple-name-subscriptiontopics-xml,4,3,0
Cross.list-simple-name-substancenucleicacids,4,1,0
Cross.list-simple-name-substancenucleicacids-json,4,1,0
Cross.list-simple-name-substancenucleicacids-xml,4,1,0
Cross.list-simple-name-substancepolymers,4,2,0
Cross.list-simple-name-substancepolymers-json,4,2,0
Cross.list-simple-name-substancepolymers-xml,4,2,0
Cross.list-simple-name-substanceproteins,4,0,0
Cross.list-simple-name-substanceproteins-json,4,0,0
Cross.list-simple-name-substanceproteins-xml,4,0,0
Cross.list-simple-name-substancereferenceinformations,4,0,0
Cross.list-simple-name-substancereferenceinformations-json,4,0,0
Cross.list-simple-name-substancereferenceinformations-xml,4,0,0
Cross.list-simple-name-substances,4,0,0
Cross.list-simple-name-substances-json,4,1,0
Cross.list-simple-name-substances-xml,4,2,0
Cross.list-simple-name-substancesourcematerials,4,0,0
Cross.list-simple-name-substancesourcematerials-json,4,0,0
Cross.list-simple-name-substancesourcematerials-xml,4,2,0
Cross.list-simple-name-substancespecifications,4,0,0
Cross.list-simple-name-substancespecifications-json,4,1,0
Cross.list-simple-name-substancespecifications-xml,4,1,0
Cross.list-simple-name-supplydeliveries,4,2,0
Cross.list-simple-name-supplydeliveries-json,4,2,0
Cross.list-simple-name-supplydeliveries-xml,4,2,0
Cross.list-simple-name-supplyrequests,4,0,0
Cross.list-simple-name-supplyrequests-json,4,1,0
Cross.list-simple-name-supplyrequests-xml,4,1,0
Cross.list-simple-name-tasks,4,0,0
Cross.list-simple-name-tasks-json,4,0,0
Cross.list-simple-name-tasks-xml,4,0,0
Cross.list-simple-name-terminologycapabilities,4,0,0
Cross.list-simple-name-terminologycapabilities-json,4,0,0
Cross.list-simple-name-terminologycapabilities-xml,4,1,0
Cross.list-simple-name-testplans,4,0,0
Cross.list-simple-name-testplans-json,4,1,0
Cross.list-simple-name-testplans-xml,4,1,0
Cross.list-simple-name-testreports,4,0,0
Cross.list-simple-name-testreports-json,4,1,0
Cross.list-simple-name-testreports-xml,4,1,0
Cross.list-simple-name-testscripts,4,0,0
Cross.list-simple-name-testscripts-json,4,0,0
Cross.list-simple-name-testscripts-xml,4,1,0
Cross.list-simple-name-valuesets,4,0,1028
Cross.list-simple-name-valuesets-json,4,2,1088
Cross.list-simple-name-valuesets-xml,4,2,1076
Cross.list-simple-name-verificationresults,4,0,0
Cross.list-simple-name-verificationresults-json,4,0,0
Cross.list-simple-name-verificationresults-xml,4,0,0
Cross.list-simple-name-visionprescriptions,4,2,0
Cross.list-simple-name-visionprescriptions-json,4,3,0
Cross.list-simple-name-visionprescriptions-xml,4,3,0
Cross.list-simple-namingsystems,4,0,0
Cross.list-simple-namingsystems-json,4,1,0
Cross.list-simple-namingsystems-xml,4,1,0
Cross.list-simple-nutritionorders,4,0,0
Cross.list-simple-nutritionorders-json,4,0,0
Cross.list-simple-nutritionorders-xml,4,0,0
Cross.list-simple-observationdefinitions,4,0,0
Cross.list-simple-observationdefinitions-json,4,0,0
Cross.list-simple-observationdefinitions-xml,4,2,0
Cross.list-simple-observations,4,0,0
Cross.list-simple-observations-json,4,1,0
Cross.list-simple-observations-xml,4,3,0
Cross.list-simple-operationdefinitions,4,0,0
Cross.list-simple-operationdefinitions-json,4,1,0
Cross.list-simple-operationdefinitions-xml,4,1,0
Cross.list-simple-operationoutcomes,4,0,0
Cross.list-simple-operationoutcomes-json,4,1,0
Cross.list-simple-operationoutcomes-xml,4,2,0
Cross.list-simple-organizationaffiliations,4,1,0
Cross.list-simple-organizationaffiliations-json,4,2,0
Cross.list-simple-organizationaffiliations-xml,4,2,0
Cross.list-simple-organizations,4,0,0
Cross.list-simple-organizations-json,4,0,0
Cross.list-simple-organizations-xml,4,1,0
Cross.list-simple-parameters,4,0,0
Cross.list-simple-parameters-json,4,1,0
Cross.list-simple-parameters-xml,4,1,0
Cross.list-simple-patients,4,0,0
Cross.list-simple-patients-json,4,1,0
Cross.list-simple-patients-xml,4,2,0
Cross.list-simple-paymentnotices,4,1,0
Cross.list-simple-paymentnotices-json,4,1,0
Cross.list-simple-paymentnotices-xml,4,1,0
Cross.list-simple-paymentreconciliations,4,3,0
Cross.list-simple-paymentreconciliations-json,4,3,0
Cross.list-simple-paymentreconciliations-xml,4,3,0
Cross.list-simple-people,4,1,0
Cross.list-simple-people-json,4,1,0
Cross.list-simple-people-xml,4,2,0
Cross.list-simple-plandefinitions,4,0,0
Cross.list-simple-plandefinitions-json,4,1,0
Cross.list-simple-plandefinitions-xml,4,1,0
Cross.list-simple-practitionerroles,4,0,0
Cross.list-simple-practitionerroles-json,4,1,0
Cross.list-simple-practitionerroles-xml,4,2,0
Cross.list-simple-practitioners,4,0,0
Cross.list-simple-practitioners-json,4,2,0
Cross.list-simple-practitioners-xml,4,3,0
Cross.list-simple-procedures,4,0,0
Cross.list-simple-procedures-json,4,1,0
Cross.list-simple-procedures-xml,4,2,0
Cross.list-simple-provenances,4,1,0
Cross.list-simple-provenances-json,4,3,0
Cross.list-simple-provenances-xml,4,3,0
Cross.list-simple-questionnaireresponses,4,1,0
Cross.list-simple-questionnaireresponses-json,4,1,0
Cross.list-simple-questionnaireresponses-xml,4,1,0
Cross.list-simple-questionnaires,4,0,0
Cross.list-simple-questionnaires-json,4,1,0
Cross.list-simple-questionnaires-xml,4,2,0
Cross.list-simple-relatedpeople,4,1,0
Cross.list-simple-relatedpeople-json,4,2,0
Cross.list-simple-relatedpeople-xml,4,2,0
Cross.list-simple-requestgroups,4,0,0
Cross.list-simple-requestgroups-json,4,1,0
Cross.list-simple-requestgroups-xml,4,2,0
Cross.list-simple-requirements,4,0,0
Cross.list-simple-requirements-json,4,1,0
Cross.list-simple-requirements-xml,4,1,0
Cross.list-simple-researchdefinitions,4,0,0
Cross.list-simple-researchdefinitions-json,4,0,0
Cross.list-simple-researchdefinitions-xml,4,2,0
Cross.list-simple-researchelementdefinitions,4,1,0
Cross.list-simple-researchelementdefinitions-json,4,1,0
Cross.list-simple-researchelementdefinitions-xml,4,2,0
Cross.list-simple-researchstudies,4,0,0
Cross.list-simple-researchstudies-json,4,1,0
Cross.list-simple-researchstudies-xml,4,2,0
Cross.list-simple-researchsubjects,4,0,0
Cross.list-simple-researchsubjects-json,4,1,0
Cross.list-simple-researchsubjects-xml,4,1,0
Cross.list-simple-riskassessments,4,0,0
Cross.list-simple-riskassessments-json,4,0,0
Cross.list-simple-riskassessments-xml,4,2,0
Cross.list-simple-riskevidencesyntheses,4,0,0
Cross.list-simple-riskevidencesyntheses-json,4,0,0
Cross.list-simple-riskevidencesyntheses-xml,4,1,0
Cross.list-simple-schedules,4,0,0
Cross.list-simple-schedules-json,4,0,0
Cross.list-simple-schedules-xml,4,2,0
Cross.list-simple-searchparameters,4,1,0
Cross.list-simple-searchparameters-json,4,1,0
Cross.list-simple-searchparameters-xml,4,2,0
Cross.list-simple-servicerequests,4,2,0
Cross.list-simple-servicerequests-json,4,2,0
Cross.list-simple-servicerequests-xml,4,2,0
Cross.list-simple-slots,4,0,0
Cross.list-simple-slots-json,4,1,0
Cross.list-simple-slots-xml,4,1,0
Cross.list-simple-specimen,4,0,0
Cross.list-simple-specimen-json,4,2,0
Cross.list-simple-specimen-xml,4,2,0
Cross.list-simple-specimendefinitions,4,0,0
Cross.list-simple-specimendefinitions-json,4,0,0
Cross.list-simple-specimendefinitions-xml,4,2,0
Cross.list-simple-structuredefinitions,4,4,3764
Cross.list-simple-structuredefinitions-json,4,5,3964
Cross.list-simple-structuredefinitions-xml,4,5,3924
Cross.list-simple-structuremaps,4,0,0
Cross.list-simple-structuremaps-json,4,2,0
Cross.list-simple-structuremaps-xml,4,3,0
Cross.list-simple-subscriptions,4,0,0
Cross.list-simple-subscriptions-json,4,0,0
Cross.list-simple-subscriptions-xml,4,0,0
Cross.list-simple-subscriptiontopics,4,1,0
Cross.list-simple-subscriptiontopics-json,4,1,0
Cross.list-simple-subscriptiontopics-xml,4,1,0
Cross.list-simple-substancenucleicacids,4,1,0
Cross.list-simple-substancenucleicacids-json,4,1,0
Cross.list-simple-substancenucleicacids-xml,4,2,0
Cross.list-simple-substancepolymers,4,1,0
Cross.list-simple-substancepolymers-json,4,1,0
Cross.list-simple-substancepolymers-xml,4,2,0
Cross.list-simple-substanceproteins,4,0,0
Cross.list-simple-substanceproteins-json,4,1,0
Cross.list-simple-substanceproteins-xml,4,1,0
Cross.list-simple-substancereferenceinformations,4,0,0
Cross.list-simple-substancereferenceinformations-json,4,0,0
Cross.list-simple-substancereferenceinformations-xml,4,2,0
Cross.list-simple-substances,4,0,0
Cross.list-simple-substances-json,4,0,0
Cross.list-simple-substances-xml,4,0,0
Cross.list-simple-substancesourcematerials,4,0,0
Cross.list-simple-substancesourcematerials-json,4,1,0
Cross.list-simple-substancesourcematerials-xml,4,1,0
Cross.list-simple-substancespecifications,4,1,0
Cross.list-simple-substancespecifications-json,4,1,0
Cross.list-simple-substancespecifications-xml,4,1,0
Cross.list-simple-supplydeliveries,4,0,0
Cross.list-simple-supplydeliveries-json,4,0,0
Cross.list-simple-supplydeliveries-xml,4,1,0
Cross.list-simple-supplyrequests,4,0,0
Cross.list-simple-supplyrequests-json,4,0,0
Cross.list-simple-supplyrequests-xml,4,0,0
Cross.list-simple-tasks,4,1,0
Cross.list-simple-tasks-json,4,1,0
Cross.list-simple-tasks-xml,4,1,0
Cross.list-simple-terminologycapabilities,4,0,0
Cross.list-simple-terminologycapabilities-json,4,0,0
Cross.list-simple-terminologycapabilities-xml,4,1,0
Cross.list-simple-testplans,4,0,0
Cross.list-simple-testplans-json,4,1,0
Cross.list-simple-testplans-xml,4,2,0
Cross.list-simple-testreports,4,0,0
Cross.list-simple-testreports-json,4,0,0
Cross.list-simple-testreports-xml,4,1,0
Cross.list-simple-testscripts,4,0,0
Cross.list-simple-testscripts-json,4,0,0
